time,value
"2019/06/2 05:01:13",1
"2019/06/2 05:03:09",1
"2019/06/2 05:09:37",0
"2019/06/2 05:18:34",1
"2019/06/2 05:20:28",0
"2019/06/2 05:36:25",0
"2019/06/2 06:03:55",0
"2019/06/2 06:19:53",0
"2019/06/2 06:43:32",0
"2019/06/2 06:45:26",1
"2019/06/2 06:45:55",0
"2019/06/2 06:47:22",1
"2019/06/2 07:05:07",0
"2019/06/2 07:05:14",0
"2019/06/2 07:16:50",1
"2019/06/2 07:28:56",0
"2019/06/2 07:32:44",1
"2019/06/2 07:58:20",0
"2019/06/2 08:02:53",0
"2019/06/2 08:04:07",0
"2019/06/2 08:09:52",0
"2019/06/2 08:22:09",0
"2019/06/2 08:31:36",1
"2019/06/2 08:50:51",1
"2019/06/2 08:56:37",1
"2019/06/2 09:26:05",0
"2019/06/2 09:49:42",2
"2019/06/2 10:01:48",1
"2019/06/2 10:11:26",0
"2019/06/2 10:23:08",3
"2019/06/2 10:56:50",1
"2019/06/2 11:18:32",1
"2019/06/2 11:26:14",1
"2019/06/2 11:42:11",0
"2019/06/2 11:51:49",1
"2019/06/2 12:05:50",0
"2019/06/2 12:21:16",1
"2019/06/2 12:23:10",1
"2019/06/2 12:25:33",
"2019/06/2 12:28:06",
"2019/06/2 12:28:45",
"2019/06/2 13:29:44",0
"2019/06/2 13:31:38",0
"2019/06/2 13:55:17",1
"2019/06/2 14:09:20",5
"2019/06/2 14:15:06",2
"2019/06/2 14:36:49",2
"2019/06/2 14:44:30",1
"2019/06/2 15:02:26",1
"2019/06/2 15:17:23",0
"2019/06/2 15:41:35",2
"2019/06/2 15:45:17",3
"2019/06/2 15:49:41",1
"2019/06/2 15:57:24",4
"2019/06/2 16:15:08",2
"2019/06/2 16:38:56",3
"2019/06/2 16:42:45",2
"2019/06/2 16:54:20",2
"2019/06/2 16:56:16",3
"2019/06/2 17:06:24",0
"2019/06/2 17:10:15",0
"2019/06/2 17:23:45",1
"2019/06/2 17:30:04",0
"2019/06/2 17:35:50",0
"2019/06/2 17:41:37",0
"2019/06/2 17:57:01",0
"2019/06/2 17:58:56",2
"2019/06/2 18:08:34",1
"2019/06/2 18:10:29",3
"2019/06/2 18:35:22",4
"2019/06/2 18:57:47",1
"2019/06/2 19:09:53",1
"2019/06/2 20:20:18",0
"2019/06/2 20:36:16",1
"2019/06/2 21:05:40",0
"2019/06/2 21:43:21",0
"2019/06/2 22:41:56",1
"2019/06/2 23:04:58",0
"2019/06/2 23:11:06",0
"2019/06/2 23:24:10",0
"2019/06/2 23:26:44",0
"2019/06/2 23:46:17",0
"2019/06/2 23:50:23",0
"2019/06/2 23:58:07",0
"2019/06/3 00:09:39",0
"2019/06/3 00:41:12",0
"2019/06/3 01:00:25",0
"2019/06/3 01:08:30",0
"2019/06/3 01:26:07",0
"2019/06/3 01:41:30",0
"2019/06/3 02:01:24",0
"2019/06/3 02:07:04",0
"2019/06/3 02:17:27",0
"2019/06/3 02:24:40",0
"2019/06/3 02:49:59",0
"2019/06/3 03:21:21",0
"2019/06/3 03:33:09",0
"2019/06/3 03:56:15",0
"2019/06/3 03:58:11",1
"2019/06/3 04:10:16",0
"2019/06/3 04:18:17",1
"2019/06/3 04:20:10",1
"2019/06/3 04:22:06",0
"2019/06/3 04:24:02",0
"2019/06/3 04:28:09",1
"2019/06/3 04:39:42",0
"2019/06/3 04:43:49",1
"2019/06/3 04:45:45",0
"2019/06/3 05:24:49",0
"2019/06/3 05:34:58",0
"2019/06/3 05:39:06",0
"2019/06/3 05:49:13",0
"2019/06/3 06:19:49",0
"2019/06/3 06:29:58",0
"2019/06/3 07:01:03",0
"2019/06/3 07:18:56",0
"2019/06/3 07:25:31",0
"2019/06/3 07:32:40",0
"2019/06/3 07:42:18",0
"2019/06/3 07:44:13",0
"2019/06/3 07:46:09",0
"2019/06/3 07:59:38",0
"2019/06/3 08:03:46",0
"2019/06/3 08:17:15",0
"2019/06/3 08:23:17",0
"2019/06/3 08:27:24",0
"2019/06/3 08:33:31",0
"2019/06/3 08:35:25",0
"2019/06/3 08:41:42",0
"2019/06/3 08:45:12",0
"2019/06/3 08:48:18",0
"2019/06/3 08:54:04",0
"2019/06/3 09:00:07",0
"2019/06/3 09:10:03",1
"2019/06/3 09:11:57",0
"2019/06/3 09:18:21",0
"2019/06/3 09:23:53",1
"2019/06/3 09:30:22",2
"2019/06/3 09:36:24",1
"2019/06/4 09:01:08",0
"2019/06/4 09:02:09",2
"2019/06/4 09:03:18",0
"2019/06/4 09:07:44",3
"2019/06/4 09:16:02",3
"2019/06/4 09:17:06",3
"2019/06/4 09:53:59",4
"2019/06/4 10:25:19",4
"2019/06/4 10:33:17",4
"2019/06/4 10:45:06",4
"2019/06/4 10:51:09",4
"2019/06/4 10:55:01",3
"2019/06/4 11:53:36",3
"2019/06/4 11:57:42",4
"2019/06/4 12:03:45",3
"2019/06/4 12:05:40",3
"2019/06/4 12:07:36",2
"2019/06/4 12:09:48",4
"2019/06/4 12:15:55",5
"2019/06/4 13:04:47",7
"2019/06/4 13:05:59",9
"2019/06/4 13:06:59",12
"2019/06/4 13:09:00",6
"2019/06/4 13:09:59",9
"2019/06/4 13:10:48",9
"2019/06/4 13:12:45",6
"2019/06/4 13:12:58",6
"2019/06/4 13:13:46",5
"2019/06/4 13:14:55",7
"2019/06/4 13:15:48",6
"2019/06/4 13:16:56",6
"2019/06/4 13:18:47",6
"2019/06/4 13:19:48",5
"2019/06/4 13:20:48",6
"2019/06/4 13:21:47",3
"2019/06/4 13:23:47",5
"2019/06/4 13:24:48",7
"2019/06/4 13:25:48",10
"2019/06/4 13:26:47",7
"2019/06/4 13:28:48",6
"2019/06/4 13:29:48",6
"2019/06/4 13:30:48",5
"2019/06/4 13:31:47",1
"2019/06/4 13:33:47",5
"2019/06/4 13:34:47",6
"2019/06/4 13:35:52",8
"2019/06/4 13:36:47",11
"2019/06/4 13:39:52",4
"2019/06/4 13:40:48",4
"2019/06/4 13:41:48",3
"2019/06/4 13:42:41",5
"2019/06/4 13:43:47",6
"2019/06/4 13:44:51",7
"2019/06/4 13:45:48",5
"2019/06/4 13:46:47",5
"2019/06/4 13:48:47",7
"2019/06/4 13:49:51",8
"2019/06/4 13:50:47",7
"2019/06/4 13:51:48",6
"2019/06/4 13:53:49",5
"2019/06/4 13:54:48",5
"2019/06/4 13:55:47",7
"2019/06/4 13:56:48",8
"2019/06/4 13:58:48",10
"2019/06/4 13:59:48",9
"2019/06/4 14:00:47",5
"2019/06/4 14:01:47",8
"2019/06/4 14:03:48",7
"2019/06/4 14:04:48",4
"2019/06/4 14:05:47",7
"2019/06/4 14:06:41",8
"2019/06/4 14:08:47",6
"2019/06/4 14:09:48",7
"2019/06/4 14:11:49",5
"2019/06/4 14:13:46",5
"2019/06/4 14:14:46",4
"2019/06/4 14:15:48",7
"2019/06/4 14:16:46",6
"2019/06/4 14:18:47",6
"2019/06/4 14:19:47",7
"2019/06/4 14:20:48",6
"2019/06/4 14:21:48",8
"2019/06/4 14:23:47",6
"2019/06/4 14:24:48",7
"2019/06/4 14:26:47",8
"2019/06/4 14:28:47",7
"2019/06/4 14:29:47",10
"2019/06/4 14:30:47",7
"2019/06/4 14:31:47",7
"2019/06/4 14:33:48",5
"2019/06/4 14:35:48",13
"2019/06/4 14:36:48",10
"2019/06/4 14:37:47",7
"2019/06/4 14:38:48",7
"2019/06/4 14:39:47",7
"2019/06/4 14:40:48",9
"2019/06/4 14:41:48",6
"2019/06/4 14:43:47",8
"2019/06/4 14:44:49",8
"2019/06/4 14:45:47",7
"2019/06/4 14:46:49",11
"2019/06/4 14:48:46",10
"2019/06/4 14:49:47",8
"2019/06/4 14:50:47",11
"2019/06/4 14:53:48",4
"2019/06/4 14:54:48",8
"2019/06/4 14:55:46",9
"2019/06/4 14:56:49",7
"2019/06/4 14:58:49",8
"2019/06/4 14:59:47",7
"2019/06/4 15:00:48",8
"2019/06/4 15:01:47",6
"2019/06/4 15:03:47",6
"2019/06/4 15:04:47",6
"2019/06/4 15:05:48",3
"2019/06/4 15:06:47",7
"2019/06/4 15:08:47",7
"2019/06/4 15:09:48",4
"2019/06/4 15:10:52",9
"2019/06/4 15:11:47",7
"2019/06/4 15:13:48",5
"2019/06/4 15:14:48",6
"2019/06/4 15:16:48",5
"2019/06/4 15:18:41",6
"2019/06/4 15:19:51",4
"2019/06/4 15:20:47",5
"2019/06/4 15:21:47",5
"2019/06/4 15:23:47",5
"2019/06/4 15:24:47",4
"2019/06/4 15:25:47",5
"2019/06/4 15:26:50",4
"2019/06/4 15:27:48",4
"2019/06/4 15:28:47",4
"2019/06/4 15:29:46",3
"2019/06/4 15:30:47",3
"2019/06/4 15:31:46",5
"2019/06/4 15:33:47",5
"2019/06/4 15:34:48",3
"2019/06/4 15:35:46",5
"2019/06/4 15:36:47",6
"2019/06/4 15:38:47",5
"2019/06/4 15:39:47",7
"2019/06/4 15:41:48",8
"2019/06/4 15:43:48",4
"2019/06/4 15:45:48",4
"2019/06/4 15:48:48",5
"2019/06/4 15:49:47",6
"2019/06/4 15:50:48",6
"2019/06/4 15:53:47",5
"2019/06/4 15:54:48",6
"2019/06/4 15:55:47",9
"2019/06/4 15:56:52",8
"2019/06/4 15:58:47",6
"2019/06/4 15:59:46",6
"2019/06/4 16:00:48",4
"2019/06/4 16:01:48",4
"2019/06/4 16:03:52",6
"2019/06/4 16:04:48",8
"2019/06/4 16:05:47",7
"2019/06/4 16:06:47",5
"2019/06/4 16:08:47",6
"2019/06/4 16:09:47",4
"2019/06/4 16:10:48",8
"2019/06/4 16:11:47",9
"2019/06/4 16:13:48",10
"2019/06/4 16:14:48",7
"2019/06/4 16:15:48",12
"2019/06/4 16:16:48",10
"2019/06/4 16:18:47",10
"2019/06/4 16:21:01",11
"2019/06/4 16:22:13",8
"2019/06/4 16:23:14",8
"2019/06/4 16:24:01",5
"2019/06/5 10:01:02",6
"2019/06/5 10:02:06",5
"2019/06/5 10:03:05",5
"2019/06/5 10:04:02",3
"2019/06/5 10:05:06",6
"2019/06/5 10:06:05",2
"2019/06/5 10:08:06",6
"2019/06/5 10:09:06",9
"2019/06/5 10:10:04",12
"2019/06/5 10:11:06",14
"2019/06/5 10:12:05",15
"2019/06/5 10:12:57",15
"2019/06/5 10:14:05",14
"2019/06/5 10:14:58",10
"2019/06/5 10:16:03",9
"2019/06/5 10:16:52",9
"2019/06/5 10:17:57",15
"2019/06/5 10:19:13",10
"2019/06/5 10:21:11",13
"2019/06/5 10:22:02",13
"2019/06/5 10:23:03",11
"2019/06/5 10:23:57",12
"2019/06/5 10:25:01",11
"2019/06/5 10:27:05",12
"2019/06/5 10:28:01",7
"2019/06/5 10:29:01",13
"2019/06/5 10:31:05",10
"2019/06/5 10:32:00",9
"2019/06/5 10:33:08",6
"2019/06/5 10:33:56",6
"2019/06/5 10:35:04",6
"2019/06/5 10:36:04",4
"2019/06/5 10:37:56",5
"2019/06/5 10:39:32",7
"2019/06/5 10:39:56",5
"2019/06/5 10:40:59",8
"2019/06/5 10:43:00",6
"2019/06/5 10:44:00",9
"2019/06/5 10:44:55",8
"2019/06/5 10:46:04",6
"2019/06/5 10:47:11",6
"2019/06/5 10:47:56",12
"2019/06/5 10:49:03",11
"2019/06/5 10:52:09",7
"2019/06/5 10:52:58",6
"2019/06/5 10:53:57",9
"2019/06/5 10:55:07",7
"2019/06/5 10:55:58",5
"2019/06/5 10:58:25",8
"2019/06/5 10:58:49",6
"2019/06/5 10:59:55",5
"2019/06/5 11:00:55",8
"2019/06/5 11:01:57",11
"2019/06/5 11:02:57",14
"2019/06/5 11:03:55",9
"2019/06/5 11:04:55",13
"2019/06/5 11:05:55",7
"2019/06/5 11:07:55",11
"2019/06/5 11:08:58",5
"2019/06/5 11:09:56",9
"2019/06/5 11:11:01",8
"2019/06/5 11:11:56",7
"2019/06/5 11:13:09",8
"2019/06/5 11:13:56",7
"2019/06/5 11:14:58",13
"2019/06/5 11:15:58",10
"2019/06/5 11:17:56",13
"2019/06/5 11:18:56",13
"2019/06/5 11:19:57",18
"2019/06/5 11:20:59",15
"2019/06/5 11:23:01",9
"2019/06/5 11:24:18",12
"2019/06/5 11:24:59",9
"2019/06/5 11:25:55",13
"2019/06/5 11:27:56",7
"2019/06/5 11:28:57",7
"2019/06/5 11:29:56",10
"2019/06/5 11:30:58",13
"2019/06/5 11:31:56",5
"2019/06/5 11:32:56",7
"2019/06/5 11:33:56",11
"2019/06/5 11:34:56",11
"2019/06/5 11:35:56",8
"2019/06/5 11:37:56",16
"2019/06/5 11:39:56",8
"2019/06/5 11:40:55",12
"2019/06/5 11:42:57",13
"2019/06/5 11:43:55",13
"2019/06/5 11:44:56",13
"2019/06/5 11:45:54",16
"2019/06/5 11:46:55",14
"2019/06/5 11:47:55",14
"2019/06/5 11:48:55",14
"2019/06/5 11:50:00",25
"2019/06/5 11:50:55",19
"2019/06/5 11:52:56",21
"2019/06/5 11:53:55",22
"2019/06/5 11:54:54",18
"2019/06/5 11:55:55",24
"2019/06/5 11:56:55",22
"2019/06/5 11:57:55",18
"2019/06/5 11:58:55",15
"2019/06/5 11:59:55",20
"2019/06/5 12:00:56",22
"2019/06/5 12:02:55",14
"2019/06/5 12:03:55",22
"2019/06/5 12:04:56",16
"2019/06/5 12:05:56",20
"2019/06/5 12:06:55",30
"2019/06/5 12:07:55",32
"2019/06/5 12:08:54",35
"2019/06/5 12:09:56",37
"2019/06/5 12:10:55",28
"2019/06/5 12:12:55",20
"2019/06/5 12:13:55",18
"2019/06/5 12:14:54",18
"2019/06/5 12:15:55",14
"2019/06/5 12:17:55",16
"2019/06/5 12:18:55",17
"2019/06/5 12:19:58",16
"2019/06/5 12:20:56",17
"2019/06/5 12:22:56",16
"2019/06/5 12:23:56",19
"2019/06/5 12:24:59",12
"2019/06/5 20:48:33",9
"2019/06/5 20:49:28",7
"2019/06/5 20:50:27",8
"2019/06/5 20:51:16",6
"2019/06/5 20:52:27",5
"2019/06/5 20:53:27",5
"2019/06/5 20:55:31",3
"2019/06/5 20:56:27",9
"2019/06/5 20:57:17",8
"2019/06/5 20:58:42",4
"2019/06/5 20:59:27",10
"2019/06/5 21:00:17",3
"2019/06/5 21:02:11",8
"2019/06/5 21:04:11",6
"2019/06/5 21:05:35",8
"2019/06/5 21:06:26",5
"2019/06/5 21:07:20",4
"2019/06/5 21:14:51",9
"2019/06/5 21:15:36",12
"2019/06/5 21:16:05",7
"2019/06/5 21:17:01",5
"2019/06/5 21:17:01",4
"2019/06/5 21:17:32",9
"2019/06/5 21:17:53",5
"2019/06/5 21:18:49",5
"2019/06/5 21:19:03",5
"2019/06/5 21:19:45",8
"2019/06/5 21:21:23",6
"2019/06/5 21:22:22",6
"2019/06/5 21:23:12",8
"2019/06/5 21:24:26",5
"2019/06/5 21:26:12",9
"2019/06/5 21:27:22",9
"2019/06/5 21:28:22",6
"2019/06/5 21:29:13",3
"2019/06/5 21:30:23",6
"2019/06/5 21:32:13",5
"2019/06/5 21:33:23",4
"2019/06/5 21:34:22",2
"2019/06/5 21:36:51",4
"2019/06/5 21:37:23",7
"2019/06/6 15:11:16",20
"2019/06/6 15:11:47",9
"2019/06/6 15:13:38",13
"2019/06/6 15:14:16",11
"2019/06/6 15:15:32",7
"2019/06/6 15:15:57",22
"2019/06/6 15:18:04",12
"2019/06/6 15:19:47",13
"2019/06/6 15:21:57",12
"2019/06/6 15:22:46",17
"2019/06/6 15:23:57",8
"2019/06/6 15:24:57",21
"2019/06/6 15:25:57",15
"2019/06/6 15:27:13",18
"2019/06/6 15:28:19",11
"2019/06/6 15:29:33",14
"2019/06/6 15:31:29",16
"2019/06/6 15:31:48",16
"2019/06/6 15:32:10",22
"2019/06/6 15:33:16",28
"2019/06/6 15:36:09",10
"2019/06/6 15:36:55",14
"2019/06/6 15:38:14",13
"2019/06/6 15:39:20",11
"2019/06/6 15:40:33",10
"2019/06/6 15:42:04",20
"2019/06/6 15:42:38",17
"2019/06/6 15:43:10",10
"2019/06/6 15:45:31",19
"2019/06/6 15:46:38",21
"2019/06/6 15:47:53",14
"2019/06/6 15:48:34",16
"2019/06/6 15:49:22",13
"2019/06/6 15:50:19",10
"2019/06/6 15:51:38",15
"2019/06/6 15:53:38",11
"2019/06/6 15:55:16",15
"2019/06/6 15:56:22",18
"2019/06/6 15:58:38",20
"2019/06/6 15:59:36",18
"2019/06/6 16:00:14",19
"2019/06/6 16:01:20",21
"2019/06/6 16:03:39",14
"2019/06/6 16:04:42",28
"2019/06/6 16:05:10",18
"2019/06/6 16:07:43",20
"2019/06/6 16:10:58",23
"2019/06/6 16:17:44",23
"2019/06/6 16:18:39",11
"2019/06/6 16:19:45",19
"2019/06/6 16:20:50",14
"2019/06/6 16:21:25",13
"2019/06/6 16:22:44",12
"2019/06/6 16:22:47",20
"2019/06/6 16:23:41",15
"2019/06/6 16:23:53",22
"2019/06/6 16:24:46",19
"2019/06/6 16:25:14",14
"2019/06/6 16:25:49",15
"2019/06/6 16:25:51",15
"2019/06/6 16:26:20",15
"2019/06/6 16:27:09",10
"2019/06/6 16:29:57",18
"2019/06/6 16:30:57",16
"2019/06/6 16:33:12",13
"2019/06/6 16:33:57",17
"2019/06/6 16:34:57",19
"2019/06/6 16:35:46",22
"2019/06/6 16:38:04",17
"2019/06/6 16:38:05",18
"2019/06/6 16:40:12",15
"2019/06/6 16:41:50",19
"2019/06/6 16:44:10",20
"2019/06/6 16:44:47",24
"2019/06/6 16:45:57",12
"2019/06/6 16:47:13",15
"2019/06/6 16:47:47",19
"2019/06/6 16:48:58",10
"2019/06/6 16:50:57",10
"2019/06/6 16:53:03",16
"2019/06/6 16:54:58",14
"2019/06/6 16:55:57",13
"2019/06/6 16:57:05",15
"2019/06/6 16:57:57",13
"2019/06/6 16:58:57",17
"2019/06/6 16:59:48",18
"2019/06/6 17:00:57",10
"2019/06/6 17:01:58",13
"2019/06/6 17:03:09",9
"2019/06/6 17:03:57",18
"2019/06/6 17:05:09",18
"2019/06/6 17:05:46",14
"2019/06/6 17:06:57",10
"2019/06/6 17:08:59",15
"2019/06/6 17:09:57",12
"2019/06/6 17:10:58",9
"2019/06/6 17:11:48",14
"2019/06/6 17:12:57",17
"2019/06/6 17:13:57",11
"2019/06/6 17:14:51",15
"2019/06/6 17:15:57",16
"2019/06/6 17:17:46",14
"2019/06/6 17:19:57",14
"2019/06/6 17:20:47",12
"2019/06/6 17:21:58",14
"2019/06/6 17:22:57",12
"2019/06/6 17:24:59",11
"2019/06/6 17:25:57",11
"2019/06/6 17:26:47",14
"2019/06/6 17:27:57",13
"2019/06/6 17:28:57",15
"2019/06/6 17:29:46",19
"2019/06/6 17:31:17",15
"2019/06/6 17:32:23",17
"2019/06/6 17:32:47",14
"2019/06/6 17:33:57",11
"2019/06/6 17:34:57",13
"2019/06/6 17:35:47",14
"2019/06/6 17:36:57",17
"2019/06/6 17:37:57",12
"2019/06/6 17:39:57",13
"2019/06/6 17:40:57",19
"2019/06/6 17:42:15",22
"2019/06/6 17:42:57",13
"2019/06/6 17:43:57",14
"2019/06/6 17:44:48",9
"2019/06/6 17:45:57",10
"2019/06/6 17:46:57",14
"2019/06/6 17:47:50",11
"2019/06/6 17:48:57",7
"2019/06/6 17:49:57",14
"2019/06/6 17:50:47",14
"2019/06/6 17:52:03",17
"2019/06/6 17:52:57",9
"2019/06/6 17:55:57",14
"2019/06/6 17:56:47",22
"2019/06/6 17:57:57",21
"2019/06/6 17:59:04",9
"2019/06/6 17:59:47",13
"2019/06/6 18:00:57",10
"2019/06/6 18:01:57",6
"2019/06/6 18:02:53",8
"2019/06/6 18:03:57",23
"2019/06/6 18:04:57",14
"2019/06/6 18:05:47",22
"2019/06/6 18:06:57",27
"2019/06/6 18:07:57",27
"2019/06/6 18:11:05",17
"2019/06/6 18:11:07",25
"2019/06/6 18:11:46",18
"2019/06/6 18:13:57",15
"2019/06/6 18:14:48",11
"2019/06/6 19:05:26",11
"2019/06/6 19:05:46",12
"2019/06/6 19:06:15",7
"2019/06/6 19:06:52",13
"2019/06/6 19:07:21",8
"2019/06/6 19:07:54",14
"2019/06/6 19:09:00",12
"2019/06/6 19:09:16",14
"2019/06/6 19:10:58",12
"2019/06/6 19:11:05",9
"2019/06/6 19:11:29",12
"2019/06/6 19:13:13",8
"2019/06/6 19:13:29",13
"2019/06/6 19:14:31",10
"2019/06/6 19:15:28",12
"2019/06/6 19:17:29",10
"2019/06/6 19:19:28",11
"2019/06/6 19:22:32",9
"2019/06/6 19:24:25",7
"2019/06/6 19:25:33",9
"2019/06/6 19:26:32",8
"2019/06/6 19:27:29",11
"2019/06/6 19:29:28",7
"2019/06/6 19:31:02",7
"2019/06/6 19:33:29",7
"2019/06/6 19:35:45",6
"2019/06/6 19:36:29",6
"2019/06/6 19:37:40",9
"2019/06/6 19:39:15",10
"2019/06/6 19:39:28",9
"2019/06/6 19:40:41",3
"2019/06/6 19:41:43",10
"2019/06/6 19:43:14",8
"2019/06/6 19:44:39",10
"2019/06/6 19:46:39",10
